 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,327.734,71.460,205,576,19.983,15.457,1.435,1.435,675.119,55387.000
2,2.060,452.751,138.946,241,970,19.983,15.457,1.435,1.435,932.651,76515.000
3,2.060,404.698,36.348,320,511,19.983,15.457,1.435,1.435,833.663,68394.000
4,2.060,328.024,48.489,208,444,16.119,15.015,1.435,1.435,675.717,55436.000
5,2.060,505.130,119.653,296,915,16.119,15.015,1.435,1.435,1040.550,85367.000
6,2.060,408.266,61.385,268,558,16.119,15.015,1.435,1.435,841.014,68997.000
7,2.060,318.225,53.644,206,467,17.775,20.866,1.435,1.435,655.531,53780.000
8,2.060,524.698,136.516,283,1057,17.775,20.866,1.435,1.435,1080.859,88674.000
9,2.060,387.538,44.544,288,511,17.775,20.866,1.435,1.435,798.315,65494.000
10,2.060,170.213,26.442,128,270,24.620,15.457,1.435,1.435,350.633,28766.000
11,2.060,359.899,144.467,179,936,24.620,15.457,1.435,1.435,741.380,60823.000
12,2.060,371.781,36.856,288,463,24.620,15.457,1.435,1.435,765.855,62831.000
13,2.060,154.343,19.551,120,217,12.255,13.911,1.435,1.435,317.941,26084.000
14,2.060,295.746,74.830,161,496,12.255,13.911,1.435,1.435,609.225,49981.000
15,2.060,405.000,47.376,302,566,12.255,13.911,1.435,1.435,834.285,68445.000
16,2.060,163.515,26.369,116,259,11.703,22.191,1.435,1.435,336.834,27634.000
17,2.060,433.627,130.385,210,908,11.703,22.191,1.435,1.435,893.256,73283.000
18,2.060,408.598,58.230,285,568,11.703,22.191,1.435,1.435,841.696,69053.000
19,2.060,109.231,5.914,92,127,6.183,14.353,1.435,1.435,225.011,18460.000
20,2.060,121.527,8.791,101,139,6.183,14.353,1.435,1.435,250.340,20538.000
21,2.060,111.391,6.117,94,128,6.183,14.353,1.435,1.435,229.460,18825.000
