 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,371.462,55.117,287,550,21.750,16.671,1.435,1.435,765.197,62777.000
2,2.060,637.000,144.435,398,1200,21.750,16.671,1.435,1.435,1312.197,107653.000
3,2.060,629.716,168.845,256,976,21.750,16.671,1.435,1.435,1297.192,106422.000
4,2.060,368.479,40.719,257,466,21.198,20.094,1.435,1.435,759.054,62273.000
5,2.060,711.438,197.548,390,1223,21.198,20.094,1.435,1.435,1465.536,120233.000
6,2.060,583.195,210.442,184,1043,21.198,20.094,1.435,1.435,1201.361,98560.000
7,2.060,367.976,50.783,257,532,14.905,15.677,1.435,1.435,758.018,62188.000
8,2.060,793.420,302.114,436,1966,14.905,15.677,1.435,1.435,1634.416,134088.000
9,2.060,396.462,169.684,129,743,14.905,15.677,1.435,1.435,816.696,67002.000
10,2.060,173.450,20.458,122,222,15.788,9.716,1.435,1.435,357.300,29313.000
11,2.060,389.911,139.925,226,949,15.788,9.716,1.435,1.435,803.203,65895.000
12,2.060,111.095,5.635,101,128,15.788,9.716,1.435,1.435,228.851,18775.000
13,2.060,178.651,28.335,128,286,11.040,22.633,1.435,1.435,368.014,30192.000
14,2.060,465.107,111.992,308,781,11.040,22.633,1.435,1.435,958.102,78603.000
15,2.060,134.438,43.718,95,358,11.040,22.633,1.435,1.435,276.937,22720.000
16,2.060,171.041,22.679,126,234,22.964,25.172,1.435,1.435,352.339,28906.000
17,2.060,416.018,113.709,220,828,22.964,25.172,1.435,1.435,856.981,70307.000
18,2.060,131.740,17.705,104,188,22.964,25.172,1.435,1.435,271.379,22264.000
19,2.060,113.497,6.027,98,129,14.242,31.907,1.435,1.435,233.800,19181.000
20,2.060,137.639,9.368,108,163,14.242,31.907,1.435,1.435,283.531,23261.000
21,2.060,108.089,4.898,97,123,14.242,31.907,1.435,1.435,222.659,18267.000
