 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,227.089,41.468,147,324,17.444,13.911,1.435,1.435,467.794,38378.000
2,2.060,602.284,326.641,261,1562,17.444,13.911,1.435,1.435,1240.683,101786.000
3,2.060,749.343,357.131,222,1579,17.444,13.911,1.435,1.435,1543.619,126639.000
4,2.060,252.130,32.890,176,357,15.015,16.450,1.435,1.435,519.379,42610.000
5,2.060,626.000,221.555,249,1233,15.015,16.450,1.435,1.435,1289.537,105794.000
6,2.060,786.710,282.708,298,1553,15.015,16.450,1.435,1.435,1620.594,132954.000
7,2.060,246.550,38.753,167,371,20.425,21.198,1.435,1.435,507.885,41667.000
8,2.060,586.160,187.558,299,1304,20.425,21.198,1.435,1.435,1207.468,99061.000
9,2.060,484.473,156.516,198,951,20.425,21.198,1.435,1.435,997.997,81876.000
10,2.060,138.740,15.061,113,191,21.750,11.040,1.435,1.435,285.799,23447.000
11,2.060,299.178,67.915,182,538,21.750,11.040,1.435,1.435,616.295,50561.000
12,2.060,293.467,206.341,100,889,21.750,11.040,1.435,1.435,604.532,49596.000
13,2.060,131.941,14.354,109,180,9.274,17.444,1.435,1.435,271.793,22298.000
14,2.060,276.905,71.160,145,484,9.274,17.444,1.435,1.435,570.415,46797.000
15,2.060,108.775,5.558,95,127,9.274,17.444,1.435,1.435,224.073,18383.000
16,2.060,151.811,16.586,119,204,16.229,26.607,1.435,1.435,312.724,25656.000
17,2.060,320.876,109.829,185,972,16.229,26.607,1.435,1.435,660.992,54228.000
18,2.060,163.899,80.606,100,493,16.229,26.607,1.435,1.435,337.627,27699.000
19,2.060,104.249,4.559,93,122,28.705,9.053,1.435,1.435,214.748,17618.000
20,2.060,107.154,5.658,93,128,28.705,9.053,1.435,1.435,220.733,18109.000
21,2.060,102.373,4.547,90,117,28.705,9.053,1.435,1.435,210.884,17301.000
