 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,255.036,35.058,171,351,19.210,15.125,1.435,1.435,525.364,43101.000
2,2.060,854.018,248.435,434,1529,19.210,15.125,1.435,1.435,1759.245,144329.000
3,2.060,205.083,51.402,137,358,19.210,15.125,1.435,1.435,422.463,34659.000
4,2.060,257.858,39.250,185,375,20.204,18.548,1.435,1.435,531.178,43578.000
5,2.060,837.763,150.586,519,1208,20.204,18.548,1.435,1.435,1725.762,141582.000
6,2.060,267.923,61.337,164,493,20.204,18.548,1.435,1.435,551.912,45279.000
7,2.060,293.059,44.583,193,411,13.801,19.983,1.435,1.435,603.691,49527.000
8,2.060,880.189,212.933,462,1683,13.801,19.983,1.435,1.435,1813.158,148752.000
9,2.060,143.562,30.646,108,253,13.801,19.983,1.435,1.435,295.733,24262.000
10,2.060,167.107,27.270,122,291,11.924,12.586,1.435,1.435,344.233,28241.000
11,2.060,310.911,76.464,201,594,11.924,12.586,1.435,1.435,640.466,52544.000
12,2.060,209.817,83.516,109,443,11.924,12.586,1.435,1.435,432.214,35459.000
13,2.060,146.136,15.721,117,207,15.567,26.497,1.435,1.435,301.035,24697.000
14,2.060,354.367,102.101,210,760,15.567,26.497,1.435,1.435,729.983,59888.000
15,2.060,107.911,4.428,98,119,15.567,26.497,1.435,1.435,222.293,18237.000
16,2.060,180.515,26.055,134,269,21.529,9.716,1.435,1.435,371.854,30507.000
17,2.060,322.811,99.726,182,776,21.529,9.716,1.435,1.435,664.978,54555.000
18,2.060,105.485,5.011,94,122,21.529,9.716,1.435,1.435,217.296,17827.000
19,2.060,105.183,4.228,94,117,28.595,28.816,1.435,1.435,216.674,17776.000
20,2.060,117.609,6.220,102,137,28.595,28.816,1.435,1.435,242.271,19876.000
21,2.060,102.367,3.952,90,112,28.595,28.816,1.435,1.435,210.872,17300.000
