 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,333.272,57.464,220,504,23.516,20.425,1.435,1.435,686.528,56323.000
2,2.060,309.130,94.525,181,680,23.516,20.425,1.435,1.435,636.797,52243.000
3,2.060,276.006,22.333,219,330,23.516,20.425,1.435,1.435,568.562,46645.000
4,2.060,393.864,64.442,267,572,20.866,21.418,1.435,1.435,811.345,66563.000
5,2.060,287.467,74.637,170,529,20.866,21.418,1.435,1.435,592.172,48582.000
6,2.060,284.030,24.856,224,342,20.866,21.418,1.435,1.435,585.091,48001.000
7,2.060,371.414,48.414,249,524,18.769,16.009,1.435,1.435,765.100,62769.000
8,2.060,314.219,105.522,177,667,18.769,16.009,1.435,1.435,647.279,53103.000
9,2.060,307.290,23.473,256,376,18.769,16.009,1.435,1.435,633.006,51932.000
10,2.060,203.473,25.123,154,288,11.703,18.217,1.435,1.435,419.148,34387.000
11,2.060,361.817,205.396,161,1030,11.703,18.217,1.435,1.435,745.329,61147.000
12,2.060,274.710,27.506,188,359,11.703,18.217,1.435,1.435,565.893,46426.000
13,2.060,192.988,43.533,130,337,15.125,26.276,1.435,1.435,397.549,32615.000
14,2.060,239.793,85.331,157,691,15.125,26.276,1.435,1.435,493.965,40525.000
15,2.060,246.521,24.006,202,330,15.125,26.276,1.435,1.435,507.824,41662.000
16,2.060,170.728,26.048,133,248,28.264,19.321,1.435,1.435,351.693,28853.000
17,2.060,270.373,76.128,162,587,28.264,19.321,1.435,1.435,556.958,45693.000
18,2.060,213.781,17.724,177,262,28.264,19.321,1.435,1.435,440.381,36129.000
19,2.060,106.899,5.049,95,120,33.673,21.198,1.435,1.435,220.209,18066.000
20,2.060,117.846,6.371,100,142,33.673,21.198,1.435,1.435,242.759,19916.000
21,2.060,101.302,3.848,86,111,33.673,21.198,1.435,1.435,208.678,17120.000
