 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,314.870,52.890,211,467,18.769,12.365,1.435,1.435,648.620,53213.000
2,2.060,645.136,162.258,407,1339,18.769,12.365,1.435,1.435,1328.957,109028.000
3,2.060,498.734,245.504,111,1084,18.769,12.365,1.435,1.435,1027.373,84286.000
4,2.060,318.195,55.466,215,512,15.457,13.580,1.435,1.435,655.471,53775.000
5,2.060,630.006,137.270,320,1001,15.457,13.580,1.435,1.435,1297.789,106471.000
6,2.060,629.757,217.361,213,1205,15.457,13.580,1.435,1.435,1297.277,106429.000
7,2.060,356.509,58.271,230,497,19.873,19.210,1.435,1.435,734.395,60250.000
8,2.060,870.462,360.265,435,2702,19.873,19.210,1.435,1.435,1793.119,147108.000
9,2.060,373.852,97.718,190,606,19.873,19.210,1.435,1.435,770.122,63181.000
10,2.060,161.953,22.919,125,250,26.055,15.898,1.435,1.435,333.617,27370.000
11,2.060,296.769,72.812,191,558,26.055,15.898,1.435,1.435,611.334,50154.000
12,2.060,122.467,18.813,97,202,26.055,15.898,1.435,1.435,252.278,20697.000
13,2.060,165.402,28.184,124,260,14.463,24.068,1.435,1.435,340.723,27953.000
14,2.060,249.509,43.508,171,377,14.463,24.068,1.435,1.435,513.979,42167.000
15,2.060,109.343,6.395,93,136,14.463,24.068,1.435,1.435,225.243,18479.000
16,2.060,166.799,23.068,120,260,10.268,14.132,1.435,1.435,343.599,28189.000
17,2.060,341.503,95.015,181,682,10.268,14.132,1.435,1.435,703.484,57714.000
18,2.060,286.160,155.950,100,901,10.268,14.132,1.435,1.435,589.479,48361.000
19,2.060,103.976,4.085,89,115,7.618,5.079,1.435,1.435,214.187,17572.000
20,2.060,106.598,5.735,91,127,7.618,5.079,1.435,1.435,219.587,18015.000
21,2.060,101.373,4.007,89,122,7.618,5.079,1.435,1.435,208.824,17132.000
