 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,311.615,46.721,201,424,21.418,16.009,1.435,1.435,641.916,52663.000
2,2.060,395.976,163.619,198,875,21.418,16.009,1.435,1.435,815.697,66920.000
3,2.060,411.828,39.852,319,496,21.418,16.009,1.435,1.435,848.351,69599.000
4,2.060,363.805,51.390,260,541,21.860,19.652,1.435,1.435,749.424,61483.000
5,2.060,458.373,121.129,265,852,21.860,19.652,1.435,1.435,944.231,77465.000
6,2.060,466.000,39.772,359,595,21.860,19.652,1.435,1.435,959.943,78754.000
7,2.060,391.385,63.540,252,535,15.457,16.892,1.435,1.435,806.238,66144.000
8,2.060,494.822,160.824,224,939,15.457,16.892,1.435,1.435,1019.316,83625.000
9,2.060,449.320,35.887,364,542,15.457,16.892,1.435,1.435,925.582,75935.000
10,2.060,177.793,43.467,117,311,13.801,9.495,1.435,1.435,366.247,30047.000
11,2.060,338.385,102.237,213,741,13.801,9.495,1.435,1.435,697.060,57187.000
12,2.060,354.562,39.569,274,467,13.801,9.495,1.435,1.435,730.385,59921.000
13,2.060,150.391,18.688,117,202,12.255,23.737,1.435,1.435,309.799,25416.000
14,2.060,321.905,83.210,190,647,12.255,23.737,1.435,1.435,663.113,54402.000
15,2.060,295.746,41.626,167,397,12.255,23.737,1.435,1.435,609.225,49981.000
16,2.060,168.970,19.865,123,228,25.172,25.835,1.435,1.435,348.073,28556.000
17,2.060,285.408,77.399,187,557,25.172,25.835,1.435,1.435,587.931,48234.000
18,2.060,375.296,46.713,255,497,25.172,25.835,1.435,1.435,773.096,63425.000
19,2.060,105.136,4.841,85,117,9.605,1.987,1.435,1.435,216.576,17768.000
20,2.060,114.337,6.446,97,133,9.605,1.987,1.435,1.435,235.531,19323.000
21,2.060,105.604,5.089,87,120,9.605,1.987,1.435,1.435,217.539,17847.000
