 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,270.722,47.906,170,419,16.671,14.905,1.435,1.435,557.677,45752.000
2,2.060,355.982,92.202,216,707,16.671,14.905,1.435,1.435,733.310,60161.000
3,2.060,178.237,19.702,129,232,16.671,14.905,1.435,1.435,367.161,30122.000
4,2.060,315.941,42.874,194,430,20.094,16.340,1.435,1.435,650.826,53394.000
5,2.060,439.142,96.867,235,679,20.094,16.340,1.435,1.435,904.616,74215.000
6,2.060,174.550,21.232,130,255,20.094,16.340,1.435,1.435,359.567,29499.000
7,2.060,286.118,52.322,185,450,16.450,20.977,1.435,1.435,589.393,48354.000
8,2.060,414.805,102.162,266,712,16.450,20.977,1.435,1.435,854.483,70102.000
9,2.060,175.657,18.065,145,248,16.450,20.977,1.435,1.435,361.847,29686.000
10,2.060,154.065,17.621,111,213,11.813,11.924,1.435,1.435,317.368,26037.000
11,2.060,299.621,112.155,181,669,11.813,11.924,1.435,1.435,617.209,50636.000
12,2.060,160.491,14.513,132,198,11.813,11.924,1.435,1.435,330.606,27123.000
13,2.060,149.349,17.287,105,203,26.828,16.340,1.435,1.435,307.654,25240.000
14,2.060,257.680,47.366,164,404,26.828,16.340,1.435,1.435,530.812,43548.000
15,2.060,169.657,18.176,133,227,26.828,16.340,1.435,1.435,349.487,28672.000
16,2.060,170.373,25.240,126,245,8.943,20.535,1.435,1.435,350.962,28793.000
17,2.060,313.953,82.985,153,556,8.943,20.535,1.435,1.435,646.731,53058.000
18,2.060,196.609,25.646,140,266,8.943,20.535,1.435,1.435,405.008,33227.000
19,2.060,108.746,5.508,97,128,1.877,14.353,1.435,1.435,224.012,18378.000
20,2.060,104.337,4.712,94,120,1.877,14.353,1.435,1.435,214.931,17633.000
21,2.060,104.337,4.712,94,120,1.877,14.353,1.435,1.435,214.931,17633.000
