 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,360.302,40.505,272,462,15.015,16.781,1.435,1.435,742.208,60891.000
2,2.060,319.130,92.807,209,656,15.015,16.781,1.435,1.435,657.396,53933.000
3,2.060,618.935,40.565,518,717,15.015,16.781,1.435,1.435,1274.983,104600.000
4,2.060,460.112,65.399,341,638,15.346,20.646,1.435,1.435,947.815,77759.000
5,2.060,307.822,82.844,175,520,15.346,20.646,1.435,1.435,634.103,52022.000
6,2.060,665.692,45.781,542,785,15.346,20.646,1.435,1.435,1371.302,112502.000
7,2.060,439.195,48.907,319,571,21.860,18.106,1.435,1.435,904.726,74224.000
8,2.060,313.420,75.760,191,502,21.860,18.106,1.435,1.435,645.634,52968.000
9,2.060,644.923,36.446,557,727,21.860,18.106,1.435,1.435,1328.518,108992.000
10,2.060,182.000,25.097,142,303,22.964,12.807,1.435,1.435,374.913,30758.000
11,2.060,231.047,62.992,146,442,22.964,12.807,1.435,1.435,475.949,39047.000
12,2.060,436.805,42.023,330,557,22.964,12.807,1.435,1.435,899.802,73820.000
13,2.060,204.095,30.035,144,299,11.703,13.138,1.435,1.435,420.428,34492.000
14,2.060,238.615,54.402,142,391,11.703,13.138,1.435,1.435,491.539,40326.000
15,2.060,453.680,123.640,225,770,11.703,13.138,1.435,1.435,934.565,76672.000
16,2.060,191.225,22.010,144,264,23.295,24.289,1.435,1.435,393.916,32317.000
17,2.060,224.846,64.905,132,435,23.295,24.289,1.435,1.435,463.175,37999.000
18,2.060,456.426,40.815,361,563,23.295,24.289,1.435,1.435,940.221,77136.000
19,2.060,107.077,5.282,96,134,21.529,6.845,1.435,1.435,220.575,18096.000
20,2.060,114.651,6.359,102,133,21.529,6.845,1.435,1.435,236.177,19376.000
21,2.060,134.385,8.609,113,156,21.529,6.845,1.435,1.435,276.827,22711.000
