 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,450.757,72.444,280,646,16.781,17.002,1.435,1.435,928.544,76178.000
2,2.060,461.237,122.646,240,890,16.781,17.002,1.435,1.435,950.131,77949.000
3,2.060,348.195,67.124,227,596,16.781,17.002,1.435,1.435,717.269,58845.000
4,2.060,471.178,74.876,312,755,18.769,15.788,1.435,1.435,970.608,79629.000
5,2.060,517.692,165.880,235,948,18.769,15.788,1.435,1.435,1066.427,87490.000
6,2.060,278.479,53.585,157,412,18.769,15.788,1.435,1.435,573.657,47063.000
7,2.060,561.840,115.420,372,845,20.977,20.977,1.435,1.435,1157.370,94951.000
8,2.060,591.598,135.887,309,1051,20.977,20.977,1.435,1.435,1218.669,99980.000
9,2.060,464.473,105.774,275,682,20.977,20.977,1.435,1.435,956.798,78496.000
10,2.060,196.018,29.108,128,269,21.750,12.586,1.435,1.435,403.789,33127.000
11,2.060,240.018,51.350,152,473,21.750,12.586,1.435,1.435,494.428,40563.000
12,2.060,273.166,68.201,145,487,21.750,12.586,1.435,1.435,562.711,46165.000
13,2.060,179.308,22.669,135,249,11.924,15.788,1.435,1.435,369.367,30303.000
14,2.060,269.207,70.148,176,500,11.924,15.788,1.435,1.435,554.557,45496.000
15,2.060,107.426,5.857,96,125,11.924,15.788,1.435,1.435,221.294,18155.000
16,2.060,174.112,26.135,117,259,14.021,24.731,1.435,1.435,358.665,29425.000
17,2.060,300.734,75.730,194,541,14.021,24.731,1.435,1.435,619.500,50824.000
18,2.060,181.207,64.755,98,345,14.021,24.731,1.435,1.435,373.280,30624.000
19,2.060,105.929,4.884,95,126,9.274,29.368,1.435,1.435,218.210,17902.000
20,2.060,114.491,6.343,101,135,9.274,29.368,1.435,1.435,235.848,19349.000
21,2.060,101.917,4.080,90,114,9.274,29.368,1.435,1.435,209.946,17224.000
