 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,288.698,38.260,202,411,20.646,15.125,1.435,1.435,594.708,48790.000
2,2.060,300.970,85.024,143,529,20.646,15.125,1.435,1.435,619.988,50864.000
3,2.060,614.314,297.410,170,1499,20.646,15.125,1.435,1.435,1265.463,103819.000
4,2.060,269.527,46.308,195,436,18.438,19.321,1.435,1.435,555.215,45550.000
5,2.060,318.302,111.818,160,616,18.438,19.321,1.435,1.435,655.690,53793.000
6,2.060,1082.734,516.633,305,2622,18.438,19.321,1.435,1.435,2230.392,182982.000
7,2.060,291.639,45.408,201,412,14.905,17.996,1.435,1.435,600.766,49287.000
8,2.060,388.065,109.358,197,702,14.905,17.996,1.435,1.435,799.400,65583.000
9,2.060,695.337,389.634,147,1807,14.905,17.996,1.435,1.435,1432.369,117512.000
10,2.060,235.497,36.201,160,338,24.951,15.457,1.435,1.435,485.115,39799.000
11,2.060,389.053,97.806,223,689,24.951,15.457,1.435,1.435,801.435,65750.000
12,2.060,134.574,43.270,101,335,24.951,15.457,1.435,1.435,277.217,22743.000
13,2.060,236.870,34.395,171,355,22.743,23.737,1.435,1.435,487.943,40031.000
14,2.060,309.876,76.893,174,497,22.743,23.737,1.435,1.435,638.333,52369.000
15,2.060,115.225,6.914,91,131,22.743,23.737,1.435,1.435,237.359,19473.000
16,2.060,201.805,24.815,152,285,11.040,19.210,1.435,1.435,415.710,34105.000
17,2.060,287.568,93.278,163,618,11.040,19.210,1.435,1.435,592.380,48599.000
18,2.060,121.953,8.071,102,145,11.040,19.210,1.435,1.435,251.218,20610.000
19,2.060,104.473,5.108,93,131,26.607,8.722,1.435,1.435,215.211,17656.000
20,2.060,110.491,5.395,98,126,26.607,8.722,1.435,1.435,227.608,18673.000
21,2.060,102.959,3.963,95,117,26.607,8.722,1.435,1.435,212.091,17400.000
