 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,371.160,63.541,235,521,20.866,14.132,1.435,1.435,764.575,62726.000
2,2.060,652.367,261.873,320,1512,20.866,14.132,1.435,1.435,1343.852,110250.000
3,2.060,272.669,31.861,201,383,20.866,14.132,1.435,1.435,561.687,46081.000
4,2.060,350.130,50.557,251,500,17.665,13.580,1.435,1.435,721.255,59172.000
5,2.060,497.219,156.587,233,1032,17.665,13.580,1.435,1.435,1024.253,84030.000
6,2.060,264.213,34.718,198,336,17.665,13.580,1.435,1.435,544.269,44652.000
7,2.060,387.657,64.282,253,560,17.223,21.198,1.435,1.435,798.559,65514.000
8,2.060,728.746,445.019,247,2196,17.223,21.198,1.435,1.435,1501.189,123158.000
9,2.060,257.438,29.206,195,332,17.223,21.198,1.435,1.435,530.313,43507.000
10,2.060,175.154,27.471,127,262,26.055,15.015,1.435,1.435,360.810,29601.000
11,2.060,303.036,87.435,177,600,26.055,15.015,1.435,1.435,624.242,51213.000
12,2.060,284.876,30.821,208,395,26.055,15.015,1.435,1.435,586.834,48144.000
13,2.060,161.527,18.560,125,230,12.365,11.924,1.435,1.435,332.739,27298.000
14,2.060,311.710,110.848,174,688,12.365,11.924,1.435,1.435,642.111,52679.000
15,2.060,237.793,44.815,154,416,12.365,11.924,1.435,1.435,489.845,40187.000
16,2.060,195.225,32.577,142,294,10.930,21.087,1.435,1.435,402.156,32993.000
17,2.060,291.828,81.727,165,584,10.930,21.087,1.435,1.435,601.156,49319.000
18,2.060,239.639,48.888,158,414,10.930,21.087,1.435,1.435,493.648,40499.000
19,2.060,105.509,5.013,93,123,31.907,10.930,1.435,1.435,217.344,17831.000
20,2.060,121.905,6.754,99,144,31.907,10.930,1.435,1.435,251.120,20602.000
21,2.060,108.036,5.072,88,121,31.907,10.930,1.435,1.435,222.549,18258.000
