 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,319.609,61.989,171,517,14.684,11.703,1.435,1.435,658.384,54014.000
2,2.060,567.089,191.837,244,1041,14.684,11.703,1.435,1.435,1168.182,95838.000
3,2.060,775.473,79.745,593,1019,14.684,11.703,1.435,1.435,1597.447,131055.000
4,2.060,352.698,52.981,249,530,18.990,10.820,1.435,1.435,726.545,59606.000
5,2.060,614.598,210.725,306,1289,18.990,10.820,1.435,1.435,1266.049,103867.000
6,2.060,839.278,67.759,676,1028,18.990,10.820,1.435,1.435,1728.882,141838.000
7,2.060,329.237,43.441,245,475,18.658,16.892,1.435,1.435,678.215,55641.000
8,2.060,528.130,208.580,209,1358,18.658,16.892,1.435,1.435,1087.929,89254.000
9,2.060,926.462,82.719,710,1127,18.658,16.892,1.435,1.435,1908.477,156572.000
10,2.060,163.876,20.594,124,236,11.040,20.756,1.435,1.435,337.578,27695.000
11,2.060,235.367,58.674,136,435,11.040,20.756,1.435,1.435,484.847,39777.000
12,2.060,832.018,90.143,649,1069,11.040,20.756,1.435,1.435,1713.926,140611.000
13,2.060,168.024,20.300,122,238,8.722,15.125,1.435,1.435,346.123,28396.000
14,2.060,255.302,59.675,160,448,8.722,15.125,1.435,1.435,525.912,43146.000
15,2.060,632.568,89.987,404,881,8.722,15.125,1.435,1.435,1303.067,106904.000
16,2.060,157.899,28.214,116,295,26.607,20.756,1.435,1.435,325.267,26685.000
17,2.060,314.095,98.104,172,642,26.607,20.756,1.435,1.435,647.023,53082.000
18,2.060,830.172,132.426,587,1141,26.607,20.756,1.435,1.435,1710.123,140299.000
19,2.060,103.663,5.373,92,119,33.342,14.684,1.435,1.435,213.541,17519.000
20,2.060,111.734,5.941,93,127,33.342,14.684,1.435,1.435,230.167,18883.000
21,2.060,106.722,5.105,95,121,33.342,14.684,1.435,1.435,219.843,18036.000
