 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,267.479,45.221,173,380,14.573,8.612,1.435,1.435,550.998,45204.000
2,2.060,325.089,57.817,203,538,14.573,8.612,1.435,1.435,669.671,54940.000
3,2.060,1809.982,69.580,1580,1987,14.573,8.612,1.435,1.435,3728.497,305887.000
4,2.060,281.166,47.229,191,424,15.015,11.813,1.435,1.435,579.191,47517.000
5,2.060,296.266,88.262,154,706,15.015,11.813,1.435,1.435,610.298,50069.000
6,2.060,1764.899,112.165,1402,2001,15.015,11.813,1.435,1.435,3635.628,298268.000
7,2.060,244.905,47.273,170,395,21.198,11.482,1.435,1.435,504.496,41389.000
8,2.060,527.734,317.464,174,1471,21.198,11.482,1.435,1.435,1087.112,89187.000
9,2.060,1553.148,82.298,1298,1747,21.198,11.482,1.435,1.435,3199.428,262482.000
10,2.060,167.538,18.553,137,235,26.497,21.860,1.435,1.435,345.123,28314.000
11,2.060,332.959,98.943,201,698,26.497,21.860,1.435,1.435,685.882,56270.000
12,2.060,1621.503,99.567,1289,1828,26.497,21.860,1.435,1.435,3340.236,274034.000
13,2.060,177.533,26.784,135,255,23.516,25.614,1.435,1.435,365.711,30003.000
14,2.060,295.953,118.373,140,769,23.516,25.614,1.435,1.435,609.652,50016.000
15,2.060,1612.166,102.501,1371,1887,23.516,25.614,1.435,1.435,3321.002,272456.000
16,2.060,175.515,19.876,141,254,14.573,22.854,1.435,1.435,361.554,29662.000
17,2.060,307.769,80.666,204,597,14.573,22.854,1.435,1.435,633.993,52013.000
18,2.060,1845.609,159.031,1510,2204,14.573,22.854,1.435,1.435,3801.888,311908.000
19,2.060,104.899,4.886,91,121,29.478,30.030,1.435,1.435,216.089,17728.000
20,2.060,108.994,5.719,95,134,29.478,30.030,1.435,1.435,224.524,18420.000
21,2.060,110.249,5.546,94,126,29.478,30.030,1.435,1.435,227.108,18632.000
