 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,332.970,65.332,213,543,20.094,15.788,1.435,1.435,685.907,56272.000
2,2.060,552.976,184.694,227,1112,20.094,15.788,1.435,1.435,1139.111,93453.000
3,2.060,508.065,56.375,395,779,20.094,15.788,1.435,1.435,1046.595,85863.000
4,2.060,359.343,65.046,222,525,21.529,18.879,1.435,1.435,740.234,60729.000
5,2.060,586.645,130.176,359,922,21.529,18.879,1.435,1.435,1208.467,99143.000
6,2.060,472.207,55.292,356,603,21.529,18.879,1.435,1.435,972.729,79803.000
7,2.060,363.864,55.412,207,498,15.346,18.769,1.435,1.435,749.546,61493.000
8,2.060,499.609,135.901,293,1150,15.346,18.769,1.435,1.435,1029.177,84434.000
9,2.060,484.515,49.338,358,643,15.346,18.769,1.435,1.435,998.083,81883.000
10,2.060,163.006,25.714,118,262,13.028,12.917,1.435,1.435,335.786,27548.000
11,2.060,294.491,125.489,175,833,13.028,12.917,1.435,1.435,606.641,49769.000
12,2.060,473.734,53.539,366,647,13.028,12.917,1.435,1.435,975.874,80061.000
13,2.060,151.071,17.003,113,198,15.015,25.283,1.435,1.435,311.201,25531.000
14,2.060,309.450,99.037,165,657,15.015,25.283,1.435,1.435,637.455,52297.000
15,2.060,440.059,58.267,316,640,15.015,25.283,1.435,1.435,906.506,74370.000
16,2.060,156.615,22.416,118,249,24.620,23.958,1.435,1.435,322.622,26468.000
17,2.060,321.568,89.430,180,656,24.620,23.958,1.435,1.435,662.418,54345.000
18,2.060,494.604,54.654,381,636,24.620,23.958,1.435,1.435,1018.865,83588.000
19,2.060,107.716,5.107,95,123,18.438,32.901,1.435,1.435,221.891,18204.000
20,2.060,122.609,7.481,101,149,18.438,32.901,1.435,1.435,252.571,20721.000
21,2.060,110.118,5.796,95,129,18.438,32.901,1.435,1.435,226.840,18610.000
