 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,406.722,71.767,283,610,21.639,18.548,1.435,1.435,837.832,68736.000
2,2.060,535.882,204.236,235,1216,21.639,18.548,1.435,1.435,1103.897,90564.000
3,2.060,979.538,136.957,650,1237,21.639,18.548,1.435,1.435,2017.813,165542.000
4,2.060,438.112,89.543,244,646,19.431,20.866,1.435,1.435,902.495,74041.000
5,2.060,660.651,224.891,364,1609,19.431,20.866,1.435,1.435,1360.917,111650.000
6,2.060,1030.272,103.094,718,1298,19.431,20.866,1.435,1.435,2122.323,174116.000
7,2.060,385.130,64.395,261,559,16.671,15.788,1.435,1.435,793.354,65087.000
8,2.060,512.396,166.388,261,1060,16.671,15.788,1.435,1.435,1055.518,86595.000
9,2.060,1039.651,57.798,892,1174,16.671,15.788,1.435,1.435,2141.643,175701.000
10,2.060,177.154,19.908,135,243,19.983,10.047,1.435,1.435,364.930,29939.000
11,2.060,371.751,99.440,226,654,19.983,10.047,1.435,1.435,765.794,62826.000
12,2.060,843.888,78.364,607,1059,19.983,10.047,1.435,1.435,1738.377,142617.000
13,2.060,189.391,31.502,136,291,9.936,19.983,1.435,1.435,390.138,32007.000
14,2.060,277.213,95.898,171,756,9.936,19.983,1.435,1.435,571.049,46849.000
15,2.060,784.302,116.120,593,1092,9.936,19.983,1.435,1.435,1615.633,132547.000
16,2.060,186.923,29.207,143,284,18.769,25.945,1.435,1.435,385.055,31590.000
17,2.060,403.527,125.658,234,793,18.769,25.945,1.435,1.435,831.250,68196.000
18,2.060,827.000,80.270,634,1016,18.769,25.945,1.435,1.435,1703.590,139763.000
19,2.060,112.609,6.032,99,139,18.548,31.024,1.435,1.435,231.971,19031.000
20,2.060,130.657,9.360,106,161,18.548,31.024,1.435,1.435,269.148,22081.000
21,2.060,171.154,11.473,139,210,18.548,31.024,1.435,1.435,352.571,28925.000
