 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,284.568,40.031,199,412,21.418,17.444,1.435,1.435,586.200,48092.000
2,2.060,324.669,89.316,182,571,21.418,17.444,1.435,1.435,668.805,54869.000
3,2.060,320.698,30.009,245,389,21.418,17.444,1.435,1.435,660.627,54198.000
4,2.060,320.787,60.443,194,506,19.542,20.977,1.435,1.435,660.809,54213.000
5,2.060,274.083,64.736,163,453,19.542,20.977,1.435,1.435,564.601,46320.000
6,2.060,308.077,29.924,233,380,19.542,20.977,1.435,1.435,634.627,52065.000
7,2.060,307.142,47.664,213,438,15.346,16.009,1.435,1.435,632.701,51907.000
8,2.060,297.166,113.610,149,645,15.346,16.009,1.435,1.435,612.150,50221.000
9,2.060,307.254,20.508,251,365,15.346,16.009,1.435,1.435,632.933,51926.000
10,2.060,173.657,18.682,132,230,17.996,11.151,1.435,1.435,357.727,29348.000
11,2.060,254.580,58.442,168,440,17.996,11.151,1.435,1.435,524.425,43024.000
12,2.060,289.905,25.170,228,370,17.996,11.151,1.435,1.435,597.194,48994.000
13,2.060,182.574,21.853,138,243,10.157,23.075,1.435,1.435,376.096,30855.000
14,2.060,280.367,83.600,150,520,10.157,23.075,1.435,1.435,577.545,47382.000
15,2.060,238.793,22.125,200,302,10.157,23.075,1.435,1.435,491.905,40356.000
16,2.060,177.095,32.040,122,271,18.990,27.049,1.435,1.435,364.809,29929.000
17,2.060,369.675,213.256,176,970,18.990,27.049,1.435,1.435,761.516,62475.000
18,2.060,281.840,23.970,211,340,18.990,27.049,1.435,1.435,580.581,47631.000
19,2.060,108.817,5.589,93,124,19.652,32.238,1.435,1.435,224.158,18390.000
20,2.060,123.325,7.740,106,148,19.652,32.238,1.435,1.435,254.046,20842.000
21,2.060,103.651,3.791,95,118,19.652,32.238,1.435,1.435,213.517,17517.000
