 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,236.462,30.031,175,343,13.580,18.217,1.435,1.435,487.102,39962.000
2,2.060,227.391,62.339,149,513,13.580,18.217,1.435,1.435,468.416,38429.000
3,2.060,350.953,28.436,288,427,13.580,18.217,1.435,1.435,722.950,59311.000
4,2.060,237.757,40.691,163,364,15.015,22.191,1.435,1.435,489.771,40181.000
5,2.060,208.296,45.297,148,452,15.015,22.191,1.435,1.435,429.082,35202.000
6,2.060,334.568,28.446,266,402,15.015,22.191,1.435,1.435,689.198,56542.000
7,2.060,234.627,37.309,162,344,19.762,15.788,1.435,1.435,483.323,39652.000
8,2.060,244.195,74.235,145,518,19.762,15.788,1.435,1.435,503.033,41269.000
9,2.060,336.172,27.060,246,403,19.762,15.788,1.435,1.435,692.501,56813.000
10,2.060,165.136,28.444,119,262,18.658,9.605,1.435,1.435,340.174,27908.000
11,2.060,216.923,54.108,136,412,18.658,9.605,1.435,1.435,446.854,36660.000
12,2.060,263.077,29.600,192,351,18.658,9.605,1.435,1.435,541.929,44460.000
13,2.060,165.953,18.371,121,212,26.718,21.529,1.435,1.435,341.856,28046.000
14,2.060,323.462,103.370,166,614,26.718,21.529,1.435,1.435,666.319,54665.000
15,2.060,267.959,25.990,205,350,26.718,21.529,1.435,1.435,551.985,45285.000
16,2.060,177.941,24.215,133,243,17.996,27.491,1.435,1.435,366.552,30072.000
17,2.060,202.888,58.135,124,392,17.996,27.491,1.435,1.435,417.941,34288.000
18,2.060,311.485,24.415,245,389,17.996,27.491,1.435,1.435,641.648,52641.000
19,2.060,107.302,5.712,92,126,21.418,32.348,1.435,1.435,221.038,18134.000
20,2.060,112.266,5.818,94,128,21.418,32.348,1.435,1.435,231.264,18973.000
21,2.060,104.095,4.727,92,117,21.418,32.348,1.435,1.435,214.431,17592.000
