 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,319.680,46.414,221,433,17.002,14.684,1.435,1.435,658.530,54026
2,2.060,181.124,23.832,126,269,17.002,14.684,1.435,1.435,373.109,30610
3,2.060,975.444,63.199,832,1154,17.002,14.684,1.435,1.435,2009.378,164850
4,2.060,328.178,55.442,221,487,15.567,18.769,1.435,1.435,676.034,55462
5,2.060,231.882,53.772,148,400,15.567,18.769,1.435,1.435,477.668,39188
6,2.060,916.994,79.504,719,1098,15.567,18.769,1.435,1.435,1888.974,154972
7,2.060,331.852,47.414,212,471,22.081,19.652,1.435,1.435,683.603,56083
8,2.060,203.550,36.936,135,314,22.081,19.652,1.435,1.435,419.306,34400
9,2.060,851.189,66.070,726,1027,22.081,19.652,1.435,1.435,1753.419,143851
10,2.060,186.456,32.745,125,298,25.614,15.788,1.435,1.435,384.092,31511
11,2.060,173.822,33.551,119,331,25.614,15.788,1.435,1.435,358.068,29376
12,2.060,853.994,68.838,702,1142,25.614,15.788,1.435,1.435,1759.196,144325
13,2.060,203.657,34.848,138,312,21.087,26.718,1.435,1.435,419.526,34418
14,2.060,168.799,27.630,122,262,21.087,26.718,1.435,1.435,347.719,28527
15,2.060,847.645,124.532,616,1223,21.087,26.718,1.435,1.435,1746.117,143252
16,2.060,172.047,22.106,137,252,11.151,22.191,1.435,1.435,354.411,29076
17,2.060,168.769,22.719,125,256,11.151,22.191,1.435,1.435,347.658,28522
18,2.060,662.083,58.840,533,818,11.151,22.191,1.435,1.435,1363.866,111892
19,2.060,110.183,5.369,99,127,7.397,28.484,1.435,1.435,226.974,18621
20,2.060,110.426,6.637,93,130,7.397,28.484,1.435,1.435,227.474,18662
21,2.060,205.639,16.282,166,252,7.397,28.484,1.435,1.435,423.609,34753
