 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,392.444,57.945,263,541,15.125,16.340,1.435,1.435,808.420,66323.000
2,2.060,862.308,278.903,365,1649,15.125,16.340,1.435,1.435,1776.322,145730.000
3,2.060,388.225,218.865,112,903,15.125,16.340,1.435,1.435,799.729,65610.000
4,2.060,338.805,41.633,247,483,18.106,14.021,1.435,1.435,697.925,57258.000
5,2.060,576.710,163.989,297,1008,18.106,14.021,1.435,1.435,1188.002,97464.000
6,2.060,806.893,332.782,157,1463,18.106,14.021,1.435,1.435,1662.171,136365.000
7,2.060,446.207,75.317,317,683,20.977,20.977,1.435,1.435,919.170,75409.000
8,2.060,1041.024,207.969,658,1521,20.977,20.977,1.435,1.435,2144.470,175933.000
9,2.060,143.095,20.670,108,205,20.977,20.977,1.435,1.435,294.770,24183.000
10,2.060,167.621,19.107,124,230,16.009,25.614,1.435,1.435,345.294,28328.000
11,2.060,417.444,145.701,208,890,16.009,25.614,1.435,1.435,859.919,70548.000
12,2.060,110.846,6.752,92,131,16.009,25.614,1.435,1.435,228.339,18733.000
13,2.060,173.509,22.061,137,245,9.274,17.996,1.435,1.435,357.422,29323.000
14,2.060,295.260,80.491,185,632,9.274,17.996,1.435,1.435,608.225,49899.000
15,2.060,116.361,9.383,96,146,9.274,17.996,1.435,1.435,239.699,19665.000
16,2.060,163.367,26.749,112,243,22.522,9.384,1.435,1.435,336.530,27609.000
17,2.060,357.391,103.935,199,688,22.522,9.384,1.435,1.435,736.211,60399.000
18,2.060,107.343,5.546,93,125,22.522,9.384,1.435,1.435,221.123,18141.000
19,2.060,115.349,7.209,103,136,15.788,31.465,1.435,1.435,237.615,19494.000
20,2.060,156.456,14.987,124,209,15.788,31.465,1.435,1.435,322.293,26441.000
21,2.060,224.041,16.971,183,274,15.788,31.465,1.435,1.435,461.517,37863.000
