 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,173.089,21.609,121,235,21.529,16.229,1.435,1.435,356.556,29252.000
2,2.060,305.041,89.759,142,589,21.529,16.229,1.435,1.435,628.374,51552.000
3,2.060,805.899,460.890,193,2127,21.529,16.229,1.435,1.435,1660.123,136197.000
4,2.060,158.840,17.910,121,214,21.418,19.652,1.435,1.435,327.205,26844.000
5,2.060,260.538,90.447,138,504,21.418,19.652,1.435,1.435,536.700,44031.000
6,2.060,1090.970,320.164,644,1711,21.418,19.652,1.435,1.435,2247.359,184374.000
7,2.060,182.077,26.573,126,258,16.671,18.438,1.435,1.435,375.072,30771.000
8,2.060,268.728,90.717,161,685,16.671,18.438,1.435,1.435,553.569,45415.000
9,2.060,1418.183,331.508,550,2163,16.671,18.438,1.435,1.435,2921.406,239673.000
10,2.060,172.686,23.730,121,272,12.476,12.807,1.435,1.435,355.728,29184.000
11,2.060,361.787,90.468,206,773,12.476,12.807,1.435,1.435,745.268,61142.000
12,2.060,113.290,6.266,96,129,12.476,12.807,1.435,1.435,233.373,19146.000
13,2.060,180.036,29.457,128,293,14.021,25.393,1.435,1.435,370.867,30426.000
14,2.060,268.272,67.949,150,480,14.021,25.393,1.435,1.435,552.631,45338.000
15,2.060,115.426,7.068,101,136,14.021,25.393,1.435,1.435,237.773,19507.000
16,2.060,157.657,22.872,121,273,23.406,10.820,1.435,1.435,324.767,26644.000
17,2.060,307.243,110.668,185,762,23.406,10.820,1.435,1.435,632.908,51924.000
18,2.060,114.278,6.767,98,136,23.406,10.820,1.435,1.435,235.409,19313.000
19,2.060,104.272,4.478,90,117,2.650,21.750,1.435,1.435,214.797,17622.000
20,2.060,106.414,5.173,93,123,2.650,21.750,1.435,1.435,219.209,17984.000
21,2.060,102.361,4.309,92,116,2.650,21.750,1.435,1.435,210.860,17299.000
