 ,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
1,2.060,271.249,64.598,151,437,14.905,21.418,1.435,1.435,558.762,45841.000
2,2.060,416.438,111.448,223,724,14.905,21.418,1.435,1.435,857.847,70378.000
3,2.060,855.793,228.172,348,1358,14.905,21.418,1.435,1.435,1762.902,144629.000
4,2.060,252.030,45.112,165,378,19.873,20.314,1.435,1.435,519.172,42593.000
5,2.060,304.574,66.452,186,476,19.873,20.314,1.435,1.435,627.411,51473.000
6,2.060,748.355,308.091,254,1318,19.873,20.314,1.435,1.435,1541.584,126472.000
7,2.060,223.763,30.603,171,303,18.879,18.106,1.435,1.435,460.944,37816.000
8,2.060,349.763,147.619,160,815,18.879,18.106,1.435,1.435,720.500,59110.000
9,2.060,647.219,483.359,128,1876,18.879,18.106,1.435,1.435,1333.247,109380.000
10,2.060,224.751,35.805,158,334,18.327,11.703,1.435,1.435,462.980,37983.000
11,2.060,277.479,86.981,160,549,18.327,11.703,1.435,1.435,571.597,46894.000
12,2.060,112.917,6.661,95,137,18.327,11.703,1.435,1.435,232.605,19083.000
13,2.060,214.272,42.962,142,356,26.055,20.646,1.435,1.435,441.393,36212.000
14,2.060,326.888,112.657,170,678,26.055,20.646,1.435,1.435,673.376,55244.000
15,2.060,118.609,8.676,100,152,26.055,20.646,1.435,1.435,244.331,20045.000
16,2.060,203.231,33.692,134,295,9.495,18.327,1.435,1.435,418.648,34346.000
17,2.060,296.509,58.083,161,504,9.495,18.327,1.435,1.435,610.797,50110.000
18,2.060,115.284,6.997,98,134,9.495,18.327,1.435,1.435,237.481,19483.000
19,2.060,103.728,5.025,86,122,6.072,9.936,1.435,1.435,213.675,17530.000
20,2.060,111.852,5.174,100,126,6.072,9.936,1.435,1.435,230.411,18903.000
21,2.060,102.538,4.668,93,123,6.072,9.936,1.435,1.435,211.225,17329.000
