Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
16.547,60.377,1667,631,915962,549.467,314.346,424,250,1742,133.532,79.690,10.248,1.624,0.386,1.693,133.518,79.664,10.401,122,74,3,24,12,15
12.180,43.327,1227,456,608206,495.685,226.462,416,250,1323,99.404,138.725,8.608,1.381,0.212,1.403,99.465,138.653,8.684,92,132,3,17,14,12
