Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
5.837,25.025,588,265,310153,527.471,302.126,407,250,1596,88.393,116.981,5.631,1.119,0.280,1.074,88.367,116.992,5.699,84,113,1,10,10,11
8.566,34.002,863,356,424681,492.098,276.411,392,250,1867,141.873,144.793,6.194,1.236,0.227,1.207,141.999,144.447,6.231,136,139,1,12,13,12
