Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
7.147,30.972,720,314,402796,559.439,329.283,429,250,1661,115.357,139.908,10.158,1.197,0.287,1.174,115.356,139.904,10.228,109,136,4,13,9,13
12.577,42.464,1267,475,662458,522.856,260.627,432,250,1431,108.770,104.317,12.796,1.381,0.168,1.384,108.588,104.431,13.030,102,97,7,16,15,11
