Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
6.254,30.208,630,296,281121,446.224,203.671,387.000,250,1353,145.543,126.287,7.205,1.146,0.282,1.164,145.363,126.579,7.169,141,119,2,11,14,12
6.760,29.791,681,298,330876,485.868,249.985,403.000,250,1436,101.927,93.477,9.871,1.168,0.264,1.153,101.942,93.337,9.927,98,87,4,10,13,12
3.117,24.529,314,227,93766,298.618,39.039,288.500,250,438,192.137,93.717,11.274,0.954,0.334,0.940,192.141,93.674,11.284,187,86,8,11,17,8
