Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
5.321,25.217,536,249,269779,503.319,289.535,395.000,250,1660,91.284,136.756,8.235,1.110,0.307,1.079,91.247,136.762,8.245,88,132,2,9,11,13
7.345,30.886,740,311,405501,547.974,311.390,429.500,250,1634,151.303,96.184,8.818,1.215,0.300,1.171,151.344,96.126,8.887,147,91,3,10,12,13
