Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
8.775,36.903,884,359,470284,531.995,307.785,405,250,1674,130.191,97.132,8.619,1.275,0.294,1.254,130.211,97.097,8.696,123,93,2,15,11,14
6.909,30.691,696,312,331687,476.562,247.249,380,250,1415,129.895,151.534,11.583,1.173,0.266,1.138,130.102,151.862,11.608,126,144,5,10,13,13
