Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
5.986,27.698,603,286,263528,437.028,188.000,365,250,1076,85.982,116.310,7.017,1.104,0.242,1.150,85.994,116.300,7.014,82,110,2,10,14,11
5.122,27.433,516,282,221238,428.756,198.971,359,250,1151,158.533,120.702,9.019,1.118,0.331,1.116,158.501,120.162,9.048,155,115,4,8,16,11
