Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
15.614,49.820,1573,579,1224374,778.369,568.113,550,250,2694,156.103,95.394,5.189,1.514,0.239,1.519,156.117,95.387,4.710,149,87,1,15,20,12
10.919,39.685,1100,459,743004,675.458,446.036,497,251,2123,106.368,146.661,4.483,1.336,0.227,1.335,106.509,146.975,4.034,100,138,1,14,17,11
