Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
14.294,46.780,1440,508,873404,606.531,355.405,480,250,1914,137.231,111.323,6.508,1.506,0.285,1.496,137.081,111.269,6.465,131,104,1,14,16,13
11.028,40.633,1111,421,694250,624.888,420.656,444,250,2150,110.572,152.750,8.929,1.440,0.395,1.381,110.686,152.729,9.128,104,148,1,13,11,16
