Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
7.236,32.503,729,321,391587,537.156,312.815,420,250,1894,152.752,123.433,8.209,1.226,0.315,1.241,152.859,123.385,8.327,147,117,2,12,13,13
10.979,46.161,1106,461,536512,485.092,232.983,401,250,1544,95.684,85.121,7.884,1.416,0.332,1.483,95.434,85.345,7.953,89,76,3,17,19,12
