 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,2.660,15.685,268,160,270982,1011.127,351.270,921.500,600,2260,122.041,144.011,9.052,0.831,0.219,0.883,121.853,144.007,9.077,117,142,5,11,5,8
2,2.690,16.912,271,158,239366,883.269,238.702,819.000,600,1749,158.314,88.443,9.081,0.827,0.196,0.872,158.426,88.488,9.085,154,84,6,9,10,8
3,1.112,8.682,112,73,114352,1021.000,376.674,913.500,603,2222,88.143,89.777,11.589,0.628,0.195,0.586,88.178,89.720,11.556,86,88,8,6,5,8
4,0.754,6.258,76,56,84037,1105.750,430.314,968.000,604,2267,124.289,113.355,15.632,0.506,0.108,0.496,124.268,113.358,15.812,122,111,13,5,6,5
