 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,3.047,17.388,307,176,336158,1094.977,428.987,1005,600,2739,142.606,99.570,7.160,0.877,0.230,0.897,142.586,99.565,7.120,138,97,3,10,7,9
2,3.901,19.796,393,206,442619,1126.257,447.605,1005,600,2509,154.145,112.435,7.941,0.954,0.226,0.951,154.185,112.442,7.975,150,108,4,9,11,9
3,5.866,26.530,591,269,837867,1417.711,746.775,1172,600,3664,95.931,130.301,9.415,1.120,0.288,1.119,95.872,130.272,9.425,92,124,4,9,13,12
