 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.896,12.006,191,119,205658,1076.743,400.968,942.000,601,2390,132.670,102.052,7.304,0.747,0.207,0.755,132.666,102.043,7.303,130,99,4,6,8,8
2,5.311,24.136,535,246,554438,1036.333,371.366,935.000,600,2432,152.019,155.441,8.768,1.027,0.170,1.003,152.061,155.548,8.737,146,151,4,12,10,10
3,4.586,21.354,462,224,479046,1036.896,350.787,975.500,600,2011,119.933,108.626,8.623,0.981,0.182,0.990,119.860,108.589,8.646,115,105,5,11,8,9
