 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.211,9.496,122,86,101649,833.189,201.316,787.000,600,1401,164.746,101.516,6.836,0.605,0.139,0.613,164.744,101.500,6.845,163,98,4,6,8,6
2,0.516,5.709,52,42,38489,740.173,103.194,711.500,601,1051,156.788,109.308,7.077,0.464,0.132,0.458,156.792,109.326,7.091,155,107,5,5,6,5
3,1.142,9.119,115,74,112953,982.200,343.589,868.000,600,1974,102.148,110.200,10.791,0.631,0.189,0.597,102.168,110.204,10.786,100,108,7,6,6,8
4,1.717,10.981,173,102,174632,1009.434,333.684,938.000,601,1902,105.908,101.202,11.289,0.713,0.183,0.671,105.961,101.205,11.274,103,98,8,6,7,8
