 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.678,13.194,169,118,142196,841.396,243.073,767,601,1753,83.041,124.047,7.396,0.775,0.275,0.781,82.974,123.751,7.423,81,120,4,6,13,7
2,1.290,10.478,130,91,112947,868.823,241.165,811,600,1742,147.146,124.792,10.300,0.645,0.177,0.628,147.215,124.798,10.285,145,121,7,6,10,7
3,0.913,7.746,92,66,70491,766.207,156.059,712,600,1259,139.859,116.783,10.967,0.552,0.120,0.527,139.784,116.736,10.971,137,115,8,8,6,6
