 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,3.216,17.236,324,169,399946,1234.401,558.451,1059.000,600,2913,150.608,120.398,6.269,0.900,0.230,0.888,150.694,120.398,6.284,146,117,2,10,8,9
2,6.670,27.827,672,295,878679,1307.558,609.085,1136.000,600,3290,131.354,156.088,11.397,1.148,0.261,1.174,131.382,156.105,11.406,125,152,6,14,9,11
3,3.971,20.891,400,207,445709,1114.272,503.874,963.500,600,3473,125.820,99.793,11.583,0.968,0.227,0.999,125.585,99.859,11.597,121,96,7,11,9,9
