 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.549,10.432,156,96,163611,1048.788,384.818,947.500,600,2307,84.224,169.135,8.859,0.700,0.195,0.679,84.180,169.090,8.903,81,167,5,7,6,8
2,5.737,24.688,578,272,581577,1006.189,330.048,939.500,600,2380,71.976,105.176,9.457,1.039,0.159,1.054,71.841,105.273,9.457,67,100,6,12,11,8
3,2.134,12.992,215,128,237790,1106.000,437.613,988.000,601,2562,125.419,150.600,9.772,0.776,0.209,0.745,125.457,150.671,9.803,123,147,6,7,7,9
4,1.727,11.395,174,105,178549,1026.144,383.830,915.000,600,2381,110.316,151.040,10.385,0.723,0.189,0.683,110.365,151.039,10.377,107,149,7,7,6,8
5,1.112,8.752,112,81,86470,772.054,117.023,749.500,600,1080,89.911,151.196,11.500,0.569,0.120,0.557,89.845,151.183,11.521,87,148,9,7,7,6
