 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,3.534,18.638,356,184,386613,1085.992,415.545,971.500,600,2464,128.480,134.820,8.924,0.907,0.192,0.924,128.477,134.945,8.926,125,130,5,8,11,9
2,2.849,15.665,287,155,289160,1007.526,320.284,924.000,600,1894,176.990,137.634,9.537,0.840,0.173,0.831,177.063,137.641,9.529,174,133,6,7,10,8
