 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,3.732,18.506,376,188,452492,1203.436,524.229,1031.000,601,2565,106.162,129.835,8.524,0.941,0.218,0.934,106.098,129.812,8.488,103,126,4,8,9,10
2,3.276,17.586,330,167,402848,1220.751,530.398,1078.500,601,2585,141.482,120.891,9.209,0.909,0.233,0.873,141.491,120.872,9.176,138,117,5,8,9,10
