measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,5,16117.0938,2603.3536,10778.8594,21754.8594,12711.1834,1050511
microtubule,2,5,21178.3438,4225.6912,12401.8594,28522.8594,16630.6154,1374431
microtubule,3,5,16877.9688,2452.0335,10824.8594,23106.8594,13300.405,1099207
microtubule,1,3,8870.25,1946.4279,4769.5625,12016.5625,6991.0413,577772
microtubule,2,3,8896.125,974.5342,7154.5625,10762.5625,7011.0789,579428
microtubule,3,3,9320.0938,1764.4929,5320.5625,12683.5625,7339.4003,606562
microtubule,1,5,16117.0938,2603.3536,10778.8594,21754.8594,12711.1834,1050511
microtubule,2,5,21178.3438,4225.6912,12401.8594,28522.8594,16630.6154,1374431
microtubule,3,5,16877.9688,2452.0335,10824.8594,23106.8594,13300.405,1099207
cytoplasm,1,5,15324.4531,1601.6553,11281.8594,18621.8594,12097.3624,999782
cytoplasm,2,5,16420.6094,2769.4338,11340.8594,23012.8594,12946.2259,1069936
cytoplasm,3,5,14187.2969,1339.3373,11475.8594,17642.8594,11216.7486,927004
cytoplasm,1,3,7967.4375,1156.7179,6009.5625,10450.5625,6291.9033,519992
cytoplasm,2,3,7221.125,1067.6228,5609.5625,9390.5625,5713.9589,472228
cytoplasm,3,3,6672.1719,560.7597,5759.5625,8246.5625,5288.8496,437095
cytoplasm,1,5,15324.4531,1601.6553,11281.8594,18621.8594,12097.3624,999782
cytoplasm,2,5,16420.6094,2769.4338,11340.8594,23012.8594,12946.2259,1069936
cytoplasm,3,5,14187.2969,1339.3373,11475.8594,17642.8594,11216.7486,927004
