measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,5,-430,8014.9671,-12839.9375,13769.0625,15363.2735,1269692
microtubule,2,5,9.7188,1966.8406,-3345.9375,4500.0625,15703.7917,1297834
microtubule,3,5,641.4375,6953.9026,-11616.9375,13769.0625,16192.9947,1338264
microtubule,1,3,812.1875,3456.6819,-5355.3906,6216.6094,7570.2079,625637
microtubule,2,3,-769.1094,1765.434,-3311.3906,6194.6094,6345.6515,524434
microtubule,3,3,1198.4062,2930.921,-3985.3906,6216.6094,7869.2957,650355
microtubule,1,5,-430,8014.9671,-12839.9375,13769.0625,15363.2735,1269692
microtubule,2,5,9.7188,1966.8406,-3345.9375,4500.0625,15703.7917,1297834
microtubule,3,5,641.4375,6953.9026,-11616.9375,13769.0625,16192.9947,1338264
cytoplasm,1,5,-4199.6719,1329.4849,-7215.9375,-1129.9375,12444.0395,1028433
cytoplasm,2,5,924.0156,2389.3073,-2779.9375,7907.0625,16411.8232,1356349
cytoplasm,3,5,523.1562,1535.8456,-2080.9375,4384.0625,16101.3977,1330694
cytoplasm,1,3,-1203.7344,567.4678,-2781.3906,-63.3906,6009.0779,496618
cytoplasm,2,3,1235.5156,1836.128,-2110.3906,6826.6094,7898.0332,652730
cytoplasm,3,3,1346.375,2479.886,-1384.3906,9627.6094,7983.8827,659825
cytoplasm,1,5,-4199.6719,1329.4849,-7215.9375,-1129.9375,12444.0395,1028433
cytoplasm,2,5,924.0156,2389.3073,-2779.9375,7907.0625,16411.8232,1356349
cytoplasm,3,5,523.1562,1535.8456,-2080.9375,4384.0625,16101.3977,1330694
