measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,7,18961.4375,7113.3205,6776.4375,30943.4375,14869.2547,1228864
microtubule,2,7,19970.9531,3904.1329,12487.4375,27830.4375,15651.0236,1293473
microtubule,3,7,22426.8125,3962.6007,14477.4375,30962.4375,17552.8412,1450648
microtubule,1,3,14033.2344,4385.9455,6884.7969,21165.7969,10989.075,908188
microtubule,2,3,11851.1562,2606.8548,7475.7969,17984.7969,9299.2737,768535
microtubule,3,3,17105.8594,2080.4772,13327.7969,22298.7969,13368.5159,1104836
microtubule,1,7,18961.4375,7113.3205,6776.4375,30943.4375,14869.2547,1228864
microtubule,2,7,19970.9531,3904.1329,12487.4375,27830.4375,15651.0236,1293473
microtubule,3,7,22426.8125,3962.6007,14477.4375,30962.4375,17552.8412,1450648
cytoplasm,1,7,6811.6875,1403.381,4127.4375,9489.4375,5460.4881,451280
cytoplasm,2,7,7168.1406,1563.0196,4294.4375,10634.4375,5736.5254,474093
cytoplasm,3,7,6539.5469,916.8103,4331.4375,8346.4375,5249.7424,433863
cytoplasm,1,3,10324.25,1837.4505,7635.7969,14490.7969,8116.8375,670813
cytoplasm,2,3,11654.2656,1796.1347,9161.7969,17904.7969,9146.8016,755934
cytoplasm,3,3,9703.3594,1404.6153,8079.7969,14219.7969,7636.0198,631076
cytoplasm,1,7,6811.6875,1403.381,4127.4375,9489.4375,5460.4881,451280
cytoplasm,2,7,7168.1406,1563.0196,4294.4375,10634.4375,5736.5254,474093
cytoplasm,3,7,6539.5469,916.8103,4331.4375,8346.4375,5249.7424,433863
