measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,7,25009.2812,7783.0204,9279.0469,40122.0469,19714.0827,1629263
microtubule,2,7,30124.4688,4503.3365,19269.0469,38502.0469,23675.284,1956635
microtubule,3,7,22997.4375,4664.3101,14223.0469,33520.0469,18156.1109,1500505
microtubule,1,3,13299.4688,4454.208,4066.875,22406.875,10845.1576,896294
microtubule,2,3,17894.7344,1993.22,15344.875,25250.875,14403.7314,1190391
microtubule,3,3,15173.4531,2489.3385,9978.875,21168.875,12296.3711,1016229
microtubule,1,7,25009.2812,7783.0204,9279.0469,40122.0469,19714.0827,1629263
microtubule,2,7,30124.4688,4503.3365,19269.0469,38502.0469,23675.284,1956635
microtubule,3,7,22997.4375,4664.3101,14223.0469,33520.0469,18156.1109,1500505
cytoplasm,1,7,11345.1094,1205.4017,8917.0469,13778.0469,9132.5478,754756
cytoplasm,2,7,11439.7031,1446.3076,8556.0469,14004.0469,9205.8012,760810
cytoplasm,3,7,8537.9688,754.7332,7208.0469,10406.0469,6958.698,575099
cytoplasm,1,3,8572.25,566.1122,7458.875,10024.875,7184.3993,593752
cytoplasm,2,3,10149.7812,1299.5008,7994.875,13729.875,8406.0396,694714
cytoplasm,3,3,9045.6562,938.8713,7284.875,10708.875,7551.0052,624050
cytoplasm,1,7,11345.1094,1205.4017,8917.0469,13778.0469,9132.5478,754756
cytoplasm,2,7,11439.7031,1446.3076,8556.0469,14004.0469,9205.8012,760810
cytoplasm,3,7,8537.9688,754.7332,7208.0469,10406.0469,6958.698,575099
