measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,7,25081.2031,2515.3089,19054.25,30369.25,20307.0553,1678269
microtubule,2,7,26260.3125,5708.6982,16692.25,35423.25,21220.1576,1753732
microtubule,3,7,28168.2188,4060.6192,17273.25,35593.25,22697.6403,1875838
microtubule,1,3,13668.8438,1307.9343,11145.8906,16402.8906,12182.8247,1006845
microtubule,2,3,13531.3594,4135.8645,7729.8906,20889.8906,12076.3568,998046
microtubule,3,3,13893.8594,1556.834,9805.8906,16934.8906,12357.0768,1021246
microtubule,1,7,25081.2031,2515.3089,19054.25,30369.25,20307.0553,1678269
microtubule,2,7,26260.3125,5708.6982,16692.25,35423.25,21220.1576,1753732
microtubule,3,7,28168.2188,4060.6192,17273.25,35593.25,22697.6403,1875838
cytoplasm,1,7,10317.1562,1497.2385,7593.25,13115.25,8873.7772,733370
cytoplasm,2,7,17238.3906,2151.1861,13902.25,22599.25,14233.5812,1176329
cytoplasm,3,7,11050.6719,1211.0493,8992.25,13723.25,9441.8117,780315
cytoplasm,1,3,7399.4688,388.1231,6507.8906,8215.8906,7327.8206,605605
cytoplasm,2,3,9136.0625,578.5845,7894.8906,11391.8906,8672.6389,716747
cytoplasm,3,3,7430.9688,1234.3567,5809.8906,11892.8906,7352.2142,607621
cytoplasm,1,7,10317.1562,1497.2385,7593.25,13115.25,8873.7772,733370
cytoplasm,2,7,17238.3906,2151.1861,13902.25,22599.25,14233.5812,1176329
cytoplasm,3,7,11050.6719,1211.0493,8992.25,13723.25,9441.8117,780315
