measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,7,26407.4375,7230.4198,14822.75,41498.75,20658.4272,1707308
microtubule,2,7,39519.125,6787.382,29016.75,56245.75,30812.1182,2546456
microtubule,3,7,31616.9531,7332.3848,14969.75,43629.75,24692.6762,2040717
microtubule,1,3,10843.5938,2172.2575,6758.5156,14894.5156,8542.4671,705989
microtubule,2,3,15168,3122.8179,10523.5156,23668.5156,11891.2873,982751
microtubule,3,3,12665.4531,2198.582,8078.5156,17272.5156,9953.315,822588
microtubule,1,7,26407.4375,7230.4198,14822.75,41498.75,20658.4272,1707308
microtubule,2,7,39519.125,6787.382,29016.75,56245.75,30812.1182,2546456
microtubule,3,7,31616.9531,7332.3848,14969.75,43629.75,24692.6762,2040717
cytoplasm,1,7,5674.3125,1094.9377,3552.75,8798.75,4602.6949,380388
cytoplasm,2,7,5182.6406,783.2211,3910.75,7245.75,4221.9442,348921
cytoplasm,3,7,3436.4531,964.2575,2228.75,6608.75,2869.6966,237165
cytoplasm,1,3,5602.6875,1276.3926,3860.5156,9783.5156,4483.9092,370571
cytoplasm,2,3,3643.4375,469.8374,2734.5156,4542.5156,2966.666,245179
cytoplasm,3,3,3990.0469,1139.5388,2210.5156,7713.5156,3235.0803,267362
cytoplasm,1,7,5674.3125,1094.9377,3552.75,8798.75,4602.6949,380388
cytoplasm,2,7,5182.6406,783.2211,3910.75,7245.75,4221.9442,348921
cytoplasm,3,7,3436.4531,964.2575,2228.75,6608.75,2869.6966,237165
