measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,7,21117.4219,3570.7438,13248.4844,28237.4844,16501.6415,1363772
microtubule,2,7,17102.6719,4394.6493,9372.4844,26436.4844,13392.6191,1106828
microtubule,3,7,24702.3594,4903.0585,15901.4844,35773.4844,19277.8172,1593208
microtubule,1,3,10674.7969,2039.2844,7913.8594,17448.8594,8375.0878,692156
microtubule,2,3,12699.6562,2978.4988,6864.8594,18143.8594,9943.1389,821747
microtubule,3,3,15904.0156,5146.9832,11740.8594,32895.8594,12424.5948,1026826
microtubule,1,7,21117.4219,3570.7438,13248.4844,28237.4844,16501.6415,1363772
microtubule,2,7,17102.6719,4394.6493,9372.4844,26436.4844,13392.6191,1106828
microtubule,3,7,24702.3594,4903.0585,15901.4844,35773.4844,19277.8172,1593208
cytoplasm,1,7,17890.6094,1218.4403,14940.4844,21403.4844,14002.7979,1157256
cytoplasm,2,7,13587.3438,957.5302,11992.4844,16271.4844,10670.3489,881847
cytoplasm,3,7,15348.2812,2364.893,12022.4844,22900.4844,12034.0189,994547
cytoplasm,1,3,11109.7656,1210.3216,8870.8594,14793.8594,8711.9276,719994
cytoplasm,2,3,11441.9062,2441.6062,8732.8594,16517.8594,8969.1373,741251
cytoplasm,3,3,11237.1406,2272.8345,7929.8594,16843.8594,8810.5668,728146
cytoplasm,1,7,17890.6094,1218.4403,14940.4844,21403.4844,14002.7979,1157256
cytoplasm,2,7,13587.3438,957.5302,11992.4844,16271.4844,10670.3489,881847
cytoplasm,3,7,15348.2812,2364.893,12022.4844,22900.4844,12034.0189,994547
