measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,5,12223.0469,1301.4084,10157.7031,14708.7031,9814.2376,811094
microtubule,2,5,12578.9844,1309.7486,9595.7031,15197.7031,10089.8756,833874
microtubule,3,5,13430.9219,1121.2767,11189.7031,15664.7031,10749.616,888398
microtubule,1,3,5953.5156,628.4749,4517.1562,7273.1562,4893.712,404439
microtubule,2,3,6173.7188,1397.2793,4118.1562,9754.1562,5064.2373,418532
microtubule,3,3,5998.625,895.1876,4516.1562,8980.1562,4928.6447,407326
microtubule,1,5,12223.0469,1301.4084,10157.7031,14708.7031,9814.2376,811094
microtubule,2,5,12578.9844,1309.7486,9595.7031,15197.7031,10089.8756,833874
microtubule,3,5,13430.9219,1121.2767,11189.7031,15664.7031,10749.616,888398
cytoplasm,1,5,11774.7344,1271.8622,9524.7031,14185.7031,9467.0644,782402
cytoplasm,2,5,14916.9531,2061.96,9837.7031,19005.7031,11900.3986,983504
cytoplasm,3,5,11457.4375,1254.4108,9167.7031,14275.7031,9221.3497,762095
cytoplasm,1,3,8008.0781,1448.2237,5805.1562,13521.1562,6484.7652,535931
cytoplasm,2,3,6999.6719,1171.2558,4552.1562,9942.1562,5703.8554,471393
cytoplasm,3,3,7471.9531,1805.8593,4579.1562,12806.1562,6069.59,501619
cytoplasm,1,5,11774.7344,1271.8622,9524.7031,14185.7031,9467.0644,782402
cytoplasm,2,5,14916.9531,2061.96,9837.7031,19005.7031,11900.3986,983504
cytoplasm,3,5,11457.4375,1254.4108,9167.7031,14275.7031,9221.3497,762095
