measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,7,40867.8438,8315.78,24602.8906,57953.8906,31850.2619,2632253
microtubule,2,7,30605.25,4636.8437,20367.8906,39086.8906,23902.9092,1975447
microtubule,3,7,33661.4688,10722.3682,15086.8906,49932.8906,26269.645,2171045
microtubule,1,3,27693.2031,4128.3449,20287.8125,38402.8125,21588.2517,1784153
microtubule,2,3,22965.875,2440.4451,16610.8125,27788.8125,17927.4088,1481604
microtubule,3,3,22896.0312,6127.7003,12175.8125,35795.8125,17873.3218,1477134
microtubule,1,7,40867.8438,8315.78,24602.8906,57953.8906,31850.2619,2632253
microtubule,2,7,30605.25,4636.8437,20367.8906,39086.8906,23902.9092,1975447
microtubule,3,7,33661.4688,10722.3682,15086.8906,49932.8906,26269.645,2171045
cytoplasm,1,7,8127.5938,911.0482,6684.8906,11698.8906,6496.2118,536877
cytoplasm,2,7,7626.4844,1034.3491,5047.8906,9169.8906,6108.1527,504806
cytoplasm,3,7,9629.3438,1032.4913,7315.8906,11342.8906,7659.1671,632989
cytoplasm,1,3,11696.9688,2231.8554,9392.8125,17677.8125,9200.7676,760394
cytoplasm,2,3,12396.1719,1945.1262,9664.8125,20432.8125,9742.2305,805143
cytoplasm,3,3,14724.5781,1201.2739,12262.8125,18683.8125,11545.3483,954161
cytoplasm,1,7,8127.5938,911.0482,6684.8906,11698.8906,6496.2118,536877
cytoplasm,2,7,7626.4844,1034.3491,5047.8906,9169.8906,6108.1527,504806
cytoplasm,3,7,9629.3438,1032.4913,7315.8906,11342.8906,7659.1671,632989
