measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3189.7031,591.5529,1785.75,3986.75,2572.7478,211069
microtubule,2,3,2030.875,357.3866,1194.75,2643.75,1668.7409,136904
microtubule,3,3,2268.6719,402.0435,1307.75,2853.75,1854.2473,152123
microtubule,1,4,9.1094,5.7872,-4.8906,23.1094,84.2513,6912
microtubule,2,4,26.2188,16.2658,-2.8906,67.1094,97.5984,8007
microtubule,3,4,15.4062,11.4138,-0.8906,45.1094,89.1635,7315
microtubule,1,2,2406.6562,183.2162,1969.25,2788.25,2010.646,164954
microtubule,2,2,2597.8438,130.9635,2266.25,2932.25,2159.7922,177190
microtubule,3,2,2374.7344,167.2563,1927.25,2679.25,1985.7436,162911
cytoplasm,1,3,2010.7031,147.8137,1622.75,2296.75,1653.0047,135613
cytoplasm,2,3,1841.0625,167.1764,1493.75,2181.75,1520.6673,124756
cytoplasm,3,3,1913.75,150.2391,1607.75,2203.75,1577.3711,129408
cytoplasm,1,4,5.0156,5.1723,-7.8906,22.1094,81.0577,6650
cytoplasm,2,4,17.1562,15.2424,0.1094,84.1094,90.5287,7427
cytoplasm,3,4,14.6875,12.6351,-2.8906,57.1094,88.6028,7269
cytoplasm,1,2,1948.2031,147.8137,1560.25,2234.25,1653.0047,135613
cytoplasm,2,2,1778.5625,167.1764,1431.25,2119.25,1520.6673,124756
cytoplasm,3,2,1851.25,150.2391,1545.25,2141.25,1577.3711,129408
