measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1749.1562,426.3079,872.5156,2451.5156,1467.0961,120361
microtubule,2,3,2528.1406,423.0124,1501.5156,3252.5156,2074.7852,170216
microtubule,3,3,2335.5938,422.5224,1072.5156,2966.5156,1924.5786,157893
microtubule,1,4,6.5312,5.4739,-5.3281,19.6719,83.3615,6839
microtubule,2,4,30.7656,26.6486,2.6719,145.6719,102.2668,8390
microtubule,3,4,15.2188,17.4137,-2.3281,81.6719,90.1386,7395
microtubule,1,2,3870.625,0,3870.625,3870.625,3194.5276,262080
microtubule,2,2,3870.625,0,3870.625,3870.625,3194.5276,262080
microtubule,3,2,3870.625,0,3870.625,3870.625,3194.5276,262080
cytoplasm,1,3,3963.5156,0,3963.5156,3963.5156,3194.5276,262080
cytoplasm,2,3,3963.5156,0,3963.5156,3963.5156,3194.5276,262080
cytoplasm,3,3,3963.5156,0,3963.5156,3963.5156,3194.5276,262080
cytoplasm,1,4,23.2656,14.6306,2.6719,65.6719,96.416,7910
cytoplasm,2,4,8.7969,5.9668,-1.3281,21.6719,85.1289,6984
cytoplasm,3,4,4.8906,5.75,-5.3281,25.6719,82.0816,6734
cytoplasm,1,2,3870.625,0,3870.625,3870.625,3194.5276,262080
cytoplasm,2,2,3870.625,0,3870.625,3870.625,3194.5276,262080
cytoplasm,3,2,3870.625,0,3870.625,3870.625,3194.5276,262080
