measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3879.7656,296.2213,2228.3125,3986.3125,3111.4099,255261
microtubule,2,3,3739.125,449.434,2338.3125,3986.3125,3001.6955,246260
microtubule,3,3,3177.3125,908.2861,1175.3125,3986.3125,2563.4231,210304
microtubule,1,4,55.5156,41.2358,4.25,173.25,121.1234,9937
microtubule,2,4,63.0781,45.3864,11.25,198.25,127.0229,10421
microtubule,3,4,30.5312,22.0306,3.25,145.25,101.633,8338
microtubule,1,2,718.5781,80.0057,551.5938,900.5938,649.8148,53311
microtubule,2,2,659.3438,103.8763,437.5938,875.5938,603.6058,49520
microtubule,3,2,575.6562,93.8242,424.5938,795.5938,538.3208,44164
cytoplasm,1,3,401.5469,47.3624,294.3125,501.3125,398.0361,32655
cytoplasm,2,3,486.9844,38.3394,419.3125,594.3125,464.6863,38123
cytoplasm,3,3,490.4531,48.3105,359.3125,594.3125,467.3923,38345
cytoplasm,1,4,10.2031,5.8917,-0.75,27.25,85.7749,7037
cytoplasm,2,4,14.625,8.9982,2.25,50.25,89.2244,7320
cytoplasm,3,4,20.9531,14.7817,-1.75,69.25,94.161,7725
cytoplasm,1,2,395.8281,47.3624,288.5938,495.5938,398.0361,32655
cytoplasm,2,2,481.2656,38.3394,413.5938,588.5938,464.6863,38123
cytoplasm,3,2,484.7344,48.3105,353.5938,588.5938,467.3923,38345
