measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2526.2812,480.3696,1592.5469,3268.5469,2054.5878,168559
microtubule,2,3,3861.5469,271.4946,2996.5469,3987.5469,3096.2345,254016
microtubule,3,3,2260.6406,257.8088,1646.5469,2710.5469,1847.3604,151558
microtubule,1,4,16.1875,8.5236,-0.6406,37.3594,89.5779,7349
microtubule,2,4,22.7812,12.9183,5.3594,62.3594,94.7217,7771
microtubule,3,4,28.7812,15.5184,5.3594,79.3594,99.4024,8155
microtubule,1,2,975.0625,86.829,809.8594,1185.8594,845.7917,69389
microtubule,2,2,1143.6719,117.9483,873.8594,1422.8594,977.3246,80180
microtubule,3,2,1064.7969,96.7454,844.8594,1358.8594,915.7938,75132
cytoplasm,1,3,862.9688,83.6161,684.5469,1006.5469,757.0304,62107
cytoplasm,2,3,1167.6406,102.0945,963.5469,1412.5469,994.7063,81606
cytoplasm,3,3,526.9062,42.4707,430.5469,600.5469,494.8666,40599
cytoplasm,1,4,23.1562,14.7424,1.3594,67.3594,95.0143,7795
cytoplasm,2,4,21.5156,12.5017,1.3594,59.3594,93.7344,7690
cytoplasm,3,4,11.0781,10.3348,-2.6406,49.3594,85.5921,7022
cytoplasm,1,2,861.2812,83.6161,682.8594,1004.8594,757.0304,62107
cytoplasm,2,2,1165.9531,102.0945,961.8594,1410.8594,994.7063,81606
cytoplasm,3,2,525.2188,42.4707,428.8594,598.8594,494.8666,40599
