measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3340.5469,571.8003,2082.3125,3989.3125,2688.4227,220559
microtubule,2,3,3079.2969,446.1744,1880.3125,3827.3125,2484.6204,203839
microtubule,3,3,2407.5312,474.2506,1434.3125,3522.3125,1960.5731,160846
microtubule,1,4,10.5,6.1067,-5.7969,25.2031,85.263,6995
microtubule,2,4,25.0469,13.8727,1.2031,66.2031,96.6111,7926
microtubule,3,4,17.6562,13.8403,-2.7969,65.2031,90.8456,7453
microtubule,1,2,685.8438,62.3233,537.3125,814.3125,620.5974,50914
microtubule,2,2,701.3438,78.8527,554.3125,882.3125,632.6891,51906
microtubule,3,2,639.4531,89.8754,409.3125,784.3125,584.4079,47945
cytoplasm,1,3,529.1406,77.4649,391.3125,752.3125,495.2322,40629
cytoplasm,2,3,472.5156,45.4362,367.3125,553.3125,451.0588,37005
cytoplasm,3,3,394.3125,64.1768,291.3125,621.3125,390.0522,32000
cytoplasm,1,4,16.3906,11.1652,1.2031,56.2031,89.8583,7372
cytoplasm,2,4,26.0625,15.6447,1.2031,81.2031,97.4034,7991
cytoplasm,3,4,16.5625,12.4114,-6.7969,52.2031,89.9924,7383
cytoplasm,1,2,525.1406,77.4649,387.3125,748.3125,495.2322,40629
cytoplasm,2,2,468.5156,45.4362,363.3125,549.3125,451.0588,37005
cytoplasm,3,2,390.3125,64.1768,287.3125,617.3125,390.0522,32000
