measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3656.1875,648.8625,1337.0781,3986.0781,2937.1785,240967
microtubule,2,3,2721.4531,881.2462,862.0781,3986.0781,2207.9881,181144
microtubule,3,3,3859.3594,175.0981,3387.0781,3986.0781,3095.6738,253970
microtubule,1,4,22.8438,10.4961,-0.07812,55.9219,95.1118,7803
microtubule,2,4,23.5,16.0266,-0.07812,74.9219,95.6237,7845
microtubule,3,4,37.7656,20.5814,5.9219,101.9219,106.7524,8758
microtubule,1,2,2815.375,127.597,2592.125,3140.125,2284.3408,187408
microtubule,2,2,2237.2188,280.31,1797.125,2881.125,1833.3185,150406
microtubule,3,2,2303.0781,164.9711,1893.125,2680.125,1884.6957,154621
cytoplasm,1,3,1132.4375,53.1384,1023.0781,1255.0781,968.3899,79447
cytoplasm,2,3,1332.6094,87.3442,1155.0781,1534.0781,1124.5449,92258
cytoplasm,3,3,1842.5,98.1151,1609.0781,2048.0781,1522.3128,124891
cytoplasm,1,4,12,11.9925,-8.0781,45.9219,86.6525,7109
cytoplasm,2,4,7.1094,5.3538,-8.0781,22.9219,82.8373,6796
cytoplasm,3,4,8.2344,5.9385,-0.07812,27.9219,83.715,6868
cytoplasm,1,2,1128.4844,53.1384,1019.125,1251.125,968.3899,79447
cytoplasm,2,2,1328.6562,87.3442,1151.125,1530.125,1124.5449,92258
cytoplasm,3,2,1838.5469,98.1151,1605.125,2044.125,1522.3128,124891
