measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3430.4688,800.3553,1341.7344,3929.7344,2805.0483,230127
microtubule,2,3,3845.0312,229.1309,2725.7344,3929.7344,3128.4503,256659
microtubule,3,3,3846.8906,236.9613,2785.7344,3929.7344,3129.9008,256778
microtubule,1,4,19.6094,13.5711,0.5938,63.5938,93.6247,7681
microtubule,2,4,27.3125,10.6793,8.5938,56.5938,99.634,8174
microtubule,3,4,76.375,51.7321,14.5938,248.5938,137.9078,11314
microtubule,1,2,2150.5938,233.0502,1681.5625,2550.5625,1791.1441,146946
microtubule,2,2,1819.3125,146.8225,1514.5625,2103.5625,1532.7102,125744
microtubule,3,2,2037.8594,187.9991,1554.5625,2400.5625,1703.1995,139731
cytoplasm,1,3,675.5312,136.9982,370.7344,908.7344,655.9094,53811
cytoplasm,2,3,839.5938,262.7704,289.7344,1327.7344,783.8952,64311
cytoplasm,3,3,111.8438,55.7572,18.7344,249.7344,216.1742,17735
cytoplasm,1,4,29.9844,21.8193,-1.4062,109.5938,101.7183,8345
cytoplasm,2,4,26.7969,20.1708,5.5938,110.5938,99.2317,8141
cytoplasm,3,4,16.5312,19.5934,-3.4062,91.5938,91.2235,7484
cytoplasm,1,2,1739.5625,124.3343,1433.5625,1923.5625,1470.4968,120640
cytoplasm,2,2,1625.5469,123.2415,1393.5625,1894.5625,1381.5527,113343
cytoplasm,3,2,1578.0781,168.5826,1297.5625,1969.5625,1344.5222,110305
