measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3990.25,0,3990.25,3990.25,3194.5276,262080
microtubule,2,3,3776.1719,379.633,2706.25,3990.25,3027.5243,248379
microtubule,3,3,3880.2656,268.2203,2705.25,3990.25,3108.7283,255041
microtubule,1,4,30.4844,16.5498,8.25,83.25,100.8163,8271
microtubule,2,4,23.9531,13.8182,-3.75,72.25,95.7213,7853
microtubule,3,4,20.7188,12.0988,-0.75,55.25,93.1981,7646
microtubule,1,2,3963.125,67.0973,3625.0469,3982.0469,3179.7666,260869
microtubule,2,2,3982.0469,0,3982.0469,3982.0469,3194.5276,262080
microtubule,3,2,3982.0469,0,3982.0469,3982.0469,3194.5276,262080
cytoplasm,1,3,3690.2812,525.2542,2197.25,3990.25,2960.5207,242882
cytoplasm,2,3,3957.7656,166.9915,2793.25,3990.25,3169.1864,260001
cytoplasm,3,3,2343.875,328.0924,1622.25,2786.25,1910.1832,156712
cytoplasm,1,4,19.7031,10.1104,-0.75,51.25,92.4058,7581
cytoplasm,2,4,10.6562,10.3965,-4.75,46.25,85.3483,7002
cytoplasm,3,4,5.1094,4.8169,-4.75,16.25,81.0212,6647
cytoplasm,1,2,3682.0781,525.2542,2189.0469,3982.0469,2960.5207,242882
cytoplasm,2,2,3949.5625,166.9915,2785.0469,3982.0469,3169.1864,260001
cytoplasm,3,2,2335.6719,328.0924,1614.0469,2778.0469,1910.1832,156712
