measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1151.9844,326.7493,558.4375,1737.4375,1003.6409,82339
microtubule,2,3,1008.5312,287.9789,429.4375,1466.4375,891.7325,73158
microtubule,3,3,1516.6562,608.4017,540.4375,2866.4375,1288.123,105678
microtubule,1,4,5.5,5.5862,-9.5312,20.4688,81.9353,6722
microtubule,2,4,18.875,17.8599,-2.5312,84.4688,92.3692,7578
microtubule,3,4,7.3906,8.4408,-4.5312,41.4688,83.4102,6843
microtubule,1,2,1637.2344,98.558,1423.8125,1847.8125,1462.2448,119963
microtubule,2,2,1750.0625,162.9134,1423.8125,2148.8125,1550.2625,127184
microtubule,3,2,1466.2031,74.8365,1295.8125,1647.8125,1328.8226,109017
cytoplasm,1,3,1978.9375,118.1825,1691.4375,2213.4375,1648.7507,135264
cytoplasm,2,3,1685.6875,125.5567,1438.4375,2052.4375,1419.9851,116496
cytoplasm,3,3,1986.0781,136.1506,1727.4375,2277.4375,1654.3211,135721
cytoplasm,1,4,23.2656,13.745,5.4688,66.4688,95.7944,7859
cytoplasm,2,4,12.2031,9.0084,-2.5312,42.4688,87.1645,7151
cytoplasm,3,4,16.7344,10.3145,1.4688,51.4688,90.6993,7441
cytoplasm,1,2,1876.3125,118.1825,1588.8125,2110.8125,1648.7507,135264
cytoplasm,2,2,1583.0625,125.5567,1335.8125,1949.8125,1419.9851,116496
cytoplasm,3,2,1883.4531,136.1506,1624.8125,2174.8125,1654.3211,135721
