measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2785.9062,588.5715,1354.3906,3990.3906,2254.904,184993
microtubule,2,3,3310.3594,620.5258,1706.3906,3990.3906,2664.0322,218558
microtubule,3,3,2381.6406,400.0188,1531.3906,3351.3906,1939.5346,159120
microtubule,1,4,15.875,12.4077,-2.1406,55.8594,89.7242,7361
microtubule,2,4,44.75,34.2883,4.8594,159.8594,112.2497,9209
microtubule,3,4,23.4219,16.0534,-2.1406,61.8594,95.6115,7844
microtubule,1,2,847.3906,85.0756,676.7812,1017.7812,749.3756,61479
microtubule,2,2,1144.625,134.7624,878.7812,1522.7812,981.2495,80502
microtubule,3,2,1037.9844,90.4023,763.7812,1204.7812,898.0586,73677
cytoplasm,1,3,598.7344,121.4557,357.3906,856.3906,548.6816,45014
cytoplasm,2,3,856.7188,85.5383,713.3906,1056.3906,749.9363,61525
cytoplasm,3,3,960.7656,95.2466,712.3906,1156.3906,831.1037,68184
cytoplasm,1,4,11.2188,8.0876,-1.1406,40.8594,86.0918,7063
cytoplasm,2,4,12.0781,8.3123,-0.1406,52.8594,86.7622,7118
cytoplasm,3,4,22.125,14.1525,-3.1406,52.8594,94.5999,7761
cytoplasm,1,2,590.125,121.4557,348.7812,847.7812,548.6816,45014
cytoplasm,2,2,848.1094,85.5383,704.7812,1047.7812,749.9363,61525
cytoplasm,3,2,952.1562,95.2466,703.7812,1147.7812,831.1037,68184
