measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3943.3281,100.9309,3258.5938,3964.5938,3177.9382,260719
microtubule,2,3,3572.7031,505.2504,1693.5938,3964.5938,2888.812,236999
microtubule,3,3,3530.7656,493.799,1902.5938,3964.5938,2856.0964,234315
microtubule,1,4,41.7344,24.1716,4.0938,105.0938,110.4945,9065
microtubule,2,4,64.4688,40.0248,8.0938,180.0938,128.2297,10520
microtubule,3,4,30.9062,17.6823,2.0938,92.0938,102.0474,8372
microtubule,1,2,3583.875,186.8966,3221.2812,3907.2812,2942.237,241382
microtubule,2,2,3749.8594,134.3499,3317.2812,3907.2812,3071.7221,252005
microtubule,3,2,3306.9688,186.1245,2937.2812,3748.2812,2726.2212,223660
cytoplasm,1,3,3668.875,136.5187,3419.5938,3964.5938,2963.8361,243154
cytoplasm,2,3,3277.6719,180.4207,2927.5938,3730.5938,2658.6568,218117
cytoplasm,3,3,2758.6719,212.4395,2314.5938,3158.5938,2253.7826,184901
cytoplasm,1,4,19.7188,10.4297,5.0938,59.0938,93.32,7656
cytoplasm,2,4,14.2188,14.5116,-4.9062,63.0938,89.0294,7304
cytoplasm,3,4,19.0156,15.7392,-3.9062,77.0938,92.7715,7611
cytoplasm,1,2,3611.5625,136.5187,3362.2812,3907.2812,2963.8361,243154
cytoplasm,2,2,3220.3594,180.4207,2870.2812,3673.2812,2658.6568,218117
cytoplasm,3,2,2701.3594,212.4395,2257.2812,3101.2812,2253.7826,184901
