measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1880.4062,300.8196,796.75,2490.75,1563.8412,128298
microtubule,2,3,2473.2656,486.9899,1325.75,3313.75,2026.3334,166241
microtubule,3,3,2439.6562,533.2121,1422.75,3484.75,2000.1146,164090
microtubule,1,4,11,8.4527,-9.3906,42.6094,86.1162,7065
microtubule,2,4,19.1719,12.674,2.6094,63.6094,92.4911,7588
microtubule,3,4,14.2031,10.306,-1.3906,47.6094,88.615,7270
microtubule,1,2,489,73.5587,334.3906,638.3906,484.1401,39719
microtubule,2,2,505.625,61.9549,365.3906,675.3906,497.1094,40783
microtubule,3,2,506.4688,60.5743,376.3906,657.3906,497.7676,40837
cytoplasm,1,3,344.5156,37.7287,266.75,455.75,365.6861,30001
cytoplasm,2,3,399.2344,39.5675,294.75,515.75,408.3725,33503
cytoplasm,3,3,394.6719,51.8356,301.75,567.75,404.8132,33211
cytoplasm,1,4,7.6875,4.4661,-3.3906,18.6094,83.5321,6853
cytoplasm,2,4,5.375,5.77,-12.3906,19.6094,81.7281,6705
cytoplasm,3,4,25.25,24.842,-4.3906,105.6094,97.2327,7977
cytoplasm,1,2,337.1562,37.7287,259.3906,448.3906,365.6861,30001
cytoplasm,2,2,391.875,39.5675,287.3906,508.3906,408.3725,33503
cytoplasm,3,2,387.3125,51.8356,294.3906,560.3906,404.8132,33211
