measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2545.6406,539.169,1098.125,3461.125,2084.0612,170977
microtubule,2,3,2356.5781,445.0458,1361.125,3235.125,1936.5727,158877
microtubule,3,3,2560.0781,605.16,1178.125,3651.125,2095.3239,171901
microtubule,1,4,9.1719,7.8724,-0.625,39.375,84.8729,6963
microtubule,2,4,6.2969,4.9129,-5.625,17.375,82.6301,6779
microtubule,3,4,14.5938,8.9042,-4.625,44.375,89.1026,7310
microtubule,1,2,1203.5,100.3481,951.1875,1383.1875,1054.1649,86484
microtubule,2,2,1372.9375,120.5395,1139.1875,1654.1875,1186.3438,97328
microtubule,3,2,1299.3125,113.1634,1046.1875,1528.1875,1128.9086,92616
cytoplasm,1,3,184.3906,49.9276,96.125,327.125,242.0396,19857
cytoplasm,2,3,166.5312,64.7473,72.125,400.125,228.1074,18714
cytoplasm,3,3,273.6562,81.3626,114.125,498.125,311.6761,25570
cytoplasm,1,4,15.375,12.3404,-2.625,61.375,89.712,7360
cytoplasm,2,4,14.7969,10.6991,-7.625,51.375,89.261,7323
cytoplasm,3,4,25.6562,10.774,3.375,49.375,97.7325,8018
cytoplasm,1,2,1249.9688,76.3134,1045.1875,1409.1875,1090.4153,89458
cytoplasm,2,2,1162.5625,66.4696,981.1875,1327.1875,1022.2293,83864
cytoplasm,3,2,1367.1562,87.0079,1145.1875,1582.1875,1181.8338,96958
