measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3090.1562,517.1801,1699.6875,3986.6875,2495.1396,204702
microtubule,2,3,2686,244.4117,2075.6875,3145.6875,2179.8555,178836
microtubule,3,3,2104.2031,594.7779,1115.6875,3163.6875,1725.9932,141601
microtubule,1,4,10.875,9.8908,-9.9531,44.0469,85.6774,7029
microtubule,2,4,22.125,10.3943,3.0469,45.0469,94.4536,7749
microtubule,3,4,18.75,21.3428,-3.9531,95.0469,91.8207,7533
microtubule,1,2,1837.7188,129.3634,1572.3281,2113.3281,1524.6288,125081
microtubule,2,2,2069.4062,139.9152,1803.3281,2473.3281,1705.3692,139909
microtubule,3,2,1664.4531,210.8703,1308.3281,2081.3281,1389.4635,113992
cytoplasm,1,3,1210.6875,120.3128,962.6875,1543.6875,1028.9577,84416
cytoplasm,2,3,1684.5156,108.1671,1472.6875,1905.6875,1398.5931,114741
cytoplasm,3,3,1587.5312,112.9485,1279.6875,1763.6875,1322.9352,108534
cytoplasm,1,4,8.5469,5.6765,-3.9531,19.0469,83.8612,6880
cytoplasm,2,4,38.0781,29.7327,-1.9531,124.0469,106.8987,8770
cytoplasm,3,4,11.3438,10.9104,-0.9531,51.0469,86.0431,7059
cytoplasm,1,2,1202.3281,120.3128,954.3281,1535.3281,1028.9577,84416
cytoplasm,2,2,1676.1562,108.1671,1464.3281,1897.3281,1398.5931,114741
cytoplasm,3,2,1579.1719,112.9485,1271.3281,1755.3281,1322.9352,108534
